page	claim_id	heading	label	status	warrant	reference	context
book6/wp107-the-statement-was-not-theirs.html	wp107-the-statement-was-not-theirs#15	What is still not established here	open	open	-	FormalConjectures/Millenium/NavierStokes.lean	les, better than the practice the corpus has spent two pages complaining about. &sect; 8 Sources [1] OpenAI, &ldquo;Navier&ndash;Stokes solution&rdquo;, announcement, 8 September 2
book6/wp107-the-statement-was-not-theirs.html	wp107-the-statement-was-not-theirs#16	What is still not established here	conjecture	conjecture	-	FormalConjectures/Millenium/NavierStokes.lean	&ldquo;Navier&ndash;Stokes solution&rdquo;, announcement, 8 September 2026. [2] github.com/openai/NavierStokesAndEuler &mdash; audited at HEAD, 9 September 2026. [3] github.com/goo
book6/wp107-the-statement-was-not-theirs.html	wp107-the-statement-was-not-theirs#17	What is still not established here	conjecture	conjecture	-	FormalConjectures/Millenium/NavierStokes.lean	Stokes solution&rdquo;, announcement, 8 September 2026. [2] github.com/openai/NavierStokesAndEuler &mdash; audited at HEAD, 9 September 2026. [3] github.com/google-deepmind/formal-
book6/wp107-the-statement-was-not-theirs.html	wp107-the-statement-was-not-theirs#18	&sect; 8 Sources	placeholder	open	-	wp107-verify.py	ge reference file&rdquo;, singular. There are two, and the Euler one carries the only two sorry s in the repository. Both are excluded on the same stated ground and not a wider one
book6/wp108-one-lemma-from-hilbert.html	wp108-one-lemma-from-hilbert#1		machine-checked	-	kernel	-	arXiv:2609.09639v2, 10 Sep 2026 Theorem 1.1 (&sect;12.1); Question 15.6 (&sect;15, p. 96) Claim type reduction, not a theorem the residue is stated as Lemma A and is open Verificat
book6/wp108-one-lemma-from-hilbert.html	wp108-one-lemma-from-hilbert#2		proved	proved	-	-	ace of spaces of diameter one. The answer is yes provided one property transfers, and the purpose of this note is to isolate that property so it can be attacked or refuted on its o
book6/wp108-one-lemma-from-hilbert.html	wp108-one-lemma-from-hilbert#3	One Lemma From Hilbert	hypothesis	conjecture	-	-	t. Rescaling to diameter one retracts &#120132; &setminus; {&bull;} onto &#120132;&#8321;, and a retract of an absolute retract is an absolute retract. So the expensive half of Tor
book6/wp108-one-lemma-from-hilbert.html	wp108-one-lemma-from-hilbert#4	The reduction	established	proved	cited	-	can be chosen so that the renormalised spaces stay within the prescribed cover, which is a statement about how much the diameter moves under those perturbations, not about the sepa
book6/wp108-one-lemma-from-hilbert.html	wp108-one-lemma-from-hilbert#5	What is not established here, and it is the obvious shortcut	machine-checked	-	kernel	-	ly declines to prescribe its neighbourhoods as balls. A homeomorphism to &#8467;&sup2; destroys the metric, so those two are not corollaries of the main theorem at all. Status Noth
book6/wp109-only-in-two.html	wp109-only-in-two#1		measured	-	measured	book6/wp109-verify.py	om the first transports to the corpus&rsquo;s higher-dimensional objects. Method counts recomputed from the tree by the script conformality decided from the pullback metric J&#7488
book6/wp109-only-in-two.html	wp109-only-in-two#2		proved	proved	-	book6/wp109-verify.py	ipt conformality decided from the pullback metric J&#7488;J, the method that measured Klein&rsquo;s distortion Claim type terminological finding plus a quoted theorem Liouville&rsq
book6/wp109-only-in-two.html	wp109-only-in-two#3		measured	-	measured	-	-preserving maps, a metric taken up to scale, Poincar&eacute;&rsquo;s disk against Klein&rsquo;s. They are not the same subject, and they are not unrelated. Exactly one theorem joi
book6/wp109-only-in-two.html	wp109-only-in-two#4	And &ldquo;Liouville&rdquo; is already overloaded here	proved	proved	-	-	on is constant, and the Liouville measure. Two of them are now in this repository under one word. Cite the statement, not the name. Known limits of this paper Liouville&rsquo;s the
book6/wp110-not-rough-enough.html	wp110-not-rough-enough#1		measured	-	measured	book6/wp110-verify.py	eason is in the title. Method closed triangulated surfaces, radial displacement with a power-law spectrum volume by two independent exact routes; Cavalieri over systematic random o
book6/wp110-not-rough-enough.html	wp110-not-rough-enough#2		measured	-	measured	book6/wp110-verify.py	implemented or tested here Verification book6/wp110-verify.py &mdash; 7 blocks, numpy reduced by default (~10&nbsp;s); --full reproduces the table (~7&nbsp;min) Ask how the cubic v
book6/wp110-not-rough-enough.html	wp110-not-rough-enough#3	Not Rough Enough	measured	-	measured	-	ivisibles and an 1820s result about flux, applied to the same polyhedron, return the same number to ten significant figures. Neither is an approximation here. That is the platform 
book6/wp110-not-rough-enough.html	wp110-not-rough-enough#4	Not Rough Enough	measured	-	measured	-	n amplitude. Roughness is reported as the isoperimetric ratio S / V 2/3 , which is scale-free, minimal for the sphere at 4.8360, and is the same quantity a folding index measures. 
book6/wp110-not-rough-enough.html	wp110-not-rough-enough#5	3 &middot; What was measured	measured	-	measured	-	ut 15. sphere 4.84 &nbsp;&middot;&nbsp; roughest surface tested 6.23 &nbsp;&middot;&nbsp; cortical scale &asymp; 15 So the experiment stops at rather less than half the folding it 
book6/wp110-not-rough-enough.html	wp110-not-rough-enough#6	5 &middot; The restriction the title names	measured	-	measured	-	in this paper. They are named here only to say what was not checked: whether the constant a practitioner defaults to misprices the error on a folded object. That is a different que
book6/wp111-the-cardioid-is-the-locus.html	wp111-the-cardioid-is-the-locus#1		proved	proved	-	book6/wp111-verify.py	ued-fraction arithmetic on exact integer convergents Claim type an identification in closed form, plus a stated boundary to an analogy every statement about irrational rotation num
book6/wp111-the-cardioid-is-the-locus.html	wp111-the-cardioid-is-the-locus#2	1 &middot; The multiplier, and the curve	kernel-audited	-	kernel	CardiacHopfReduction.lean	tude, the stability or the existence of the limit cycle. Hold on to that sentence; section&nbsp;5 is entirely about the fact that its discrete-time counterpart is false. Since 2026
book6/wp111-the-cardioid-is-the-locus.html	wp111-the-cardioid-is-the-locus#3	7 &middot; References	kernel-audited	-	kernel	CardiacHopfReduction.lean	py Every number on this page is produced by the companion script. All statements about irrational rotation numbers are quoted from the literature and none is tested here. CardiacHo
book6/wp112-the-ends-not-the-middle.html	wp112-the-ends-not-the-middle#1	4 &middot; Ends that vanish linearly	measured	-	measured	-	but from how many sections onward . 6 &middot; WP-110, explained rather than merely reported A closed triangulated surface is the p = 1 case: its area function vanishes linearly at
book6/wp113-three-terms-in-a-fingernail.html	wp113-three-terms-in-a-fingernail#1		measured	-	measured	-	whole discipline reads chronologies back out of them. Reading back costs three separable things: a write head of finite width, a systematic sample with an arbitrary start, and an e
book6/wp113-three-terms-in-a-fingernail.html	wp113-three-terms-in-a-fingernail#2		measured	-	measured	-	rary start, and an exchange rate nobody measured. All three are computable, and two of them turn out to be the same size. Method transfer function of the write kernel, solved not q
book6/wp113-three-terms-in-a-fingernail.html	wp113-three-terms-in-a-fingernail#3		measured	-	measured	book6/wp113-verify.py	not quoted the read term measured on the WP-112 construction; the warp term in closed form Claim type a decomposition with computed crossovers no published chronology is reanalysed
book6/wp113-three-terms-in-a-fingernail.html	wp113-three-terms-in-a-fingernail#4	Three Terms in a Fingernail	measured	-	measured	-	start of a one-dimensional signal &mdash; Cavalieri, on the time axis. And the signal does not vanish at either cut. WP-112 shows that the asymptotic error exponent is fixed by the
book6/wp113-three-terms-in-a-fingernail.html	wp113-three-terms-in-a-fingernail#5	5 &middot; Where each term rules, and the one that collides	measured	-	measured	-	fast end, and the observed transit ratio is 2.00 against a nominal rate ratio of 2.50. What this is and is not It is n&nbsp;=&nbsp;1, retrospective, with arrival times observed rat
book6/wp113-three-terms-in-a-fingernail.html	wp113-three-terms-in-a-fingernail#6	5 &middot; Where each term rules, and the one that collides	measured	-	measured	-	ransit and calibrates no rate. A matrix impulse can also perturb the rate it marks, a confound the fluorochrome version of this measurement &mdash; two labelled doses a known inter
book6/wp113-three-terms-in-a-fingernail.html	wp113-three-terms-in-a-fingernail#7	7 &middot; References	measured	-	measured	book6/wp113-verify.py	3 &middot; G6 LLC &middot; CC BY-NC-ND 4.0 Verification: book6/wp113-verify.py Every number on this page is produced by the companion script. All growth rates are nominal clinical 
book6/wp114-the-index-must-come-from-the-source.html	wp114-the-index-must-come-from-the-source#1	2 &middot; A reader-supplied index costs nothing, and is worth what it	measured	-	measured	-	e calculation at N = 10, 20, 30 and 40 and finds the half-power point scaling as the square of the number of statements, with a flat constant: K 50 &nbsp;&asymp;&nbsp; 0.344 &middo
book6/wp114-the-index-must-come-from-the-source.html	wp114-the-index-must-come-from-the-source#2	5 &middot; The rule	empirical	-	measured	-	e doing the work of a reader. The standing case is Ayurveda's own descent from Brahm&#257; through the A&#347;vins to Indra, recited at the head of both sa&#7745;hit&#257;s: Zysk's
book6/wp114-the-index-must-come-from-the-source.html	wp114-the-index-must-come-from-the-source#3	5 &middot; The rule	empirical	-	measured	-	adition's own device, named in its own vocabulary, and the enumerated Vy&#257;sas show the index was in the architecture before any commentator needed it. Whether it also passes th
book6/wp25-nogo-api.html	wp25-nogo-api#1		measured	-	measured	-	ely portable shape: given a system's transverse stability rate, a locked identity ( c = H&prime; ) forces a hard exclusion on what the system's expansion behavior can do. That shap
book6/wp25-nogo-api.html	wp25-nogo-api#2		proved	proved	-	HelixToyModel.lean	ually ships Four endpoints, each a thin numeric wrapper around a specific theorem in HelixToyModel.lean , not a black box: Route Backing theorem Returns /trichotomy?z= neutral_line
book6/wp25-nogo-api.html	wp25-nogo-api#3		proved	proved	-	-	-1.5537... classification=attracting /trichotomy?z=-1.5 -> transRate=+6.9634... classification=repelling /trichotomy?z=0 -> transRate=0.0 classification=neutral /lyapunov numerical
book6/wp25-nogo-api.html	wp25-nogo-api#4	What actually ships	measured	-	measured	-	bility bug that only shows up when a proof gets turned into running code, not when it stays a theorem statement. The product angle What it's for A researcher or engineer with a sys
book6/wp25-nogo-api.html	wp25-nogo-api#5	What this chapter does not claim	kernel-checked	-	kernel	-	n above and derived on paper in helix_toy_model.tex . The API is honest about this: every response names the theorem it implements, sorry-status included, so a caller can tell the 
book6/wp25-nogo-api.html	wp25-nogo-api#6	What this chapter does not claim	kernel-checked	-	kernel	-	s included, so a caller can tell the difference between "kernel-checked" and "numerically checked, paper-derived" without reading the Lean source. Selling access to a numerically-v
book6/wp25-nogo-api.html	wp25-nogo-api#7	What this chapter does not claim	proved	proved	-	-	totype built + tested Flask, tested via test client; see AXLE/nogo-api/ Numerical stability (large-t underflow) fixed Caught this session; see bug note above Underlying Lean proofs
book6/wp26-student-coin-compliance.html	wp26-student-coin-compliance#1	Don't	proved	proved	-	-	ct, or imply that anyone's effort (yours or a bot's) will make the price go up. Use investment language: "returns," "get in early," "to the moon" attached to a real ticker. Claim t
book6/wp27-ethics-of-algebra.html	wp27-ethics-of-algebra#1		contested	argued	-	-	ocedure recognizable today as Gaussian elimination, roughly 1,800 years before Gauss &mdash; was developed for exactly the kind of problem al-Khwarizmi's inheritance law also solve
book6/wp27-ethics-of-algebra.html	wp27-ethics-of-algebra#2	The Modern Instance	contested	argued	-	-	decimal places kept on what a bank is owed than on what it owes), together cost the US market an estimated $9.6-19.4B per year across five settlement channels. Nothing about that a
book6/wp28-circadian-trader-audit.html	wp28-circadian-trader-audit#1	The citation that turned out not to exist	proved	proved	-	-	;&#8320; = 1/3 Lean 4, 0 sorry (as labeled) Same Circadian trader g&#8323;&#8323; &asymp; 1/3 unsourced No definition, model, dataset, or citation anywhere in the file; should not 
book6/wp28-circadian-trader-audit.html	wp28-circadian-trader-audit#2	The citation that turned out not to exist	machine-checked	-	kernel	-	as written, gives a reader nothing to check. The fix is not to delete the row; it's to either cite the source (a paper, a backtest, a named strategy) or remove it from a table that
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#1		established	proved	cited	-	two citations to a phantom DOI. Both were found by checking a specific claim someone flagged. This paper generalizes the method: a full-text sweep of the geometry repository for "n
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#2		established	proved	cited	-	ey were theorems. Four candidates below made checkable claims. Three did not hold up as stated; one did, and is reported as a clean result rather than omitted. 1. g₆ = 33 in chH-co
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#3		established	proved	cited	-	s a clean result rather than omitted. 1. g₆ = 33 in chH-collatz.html, marked "ESTABLISHED" chH-collatz.html carried a card titled "Monster Threshold," stating g₆ = 3 &times; 11 = 3
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#4		conjecture	conjecture	-	-	on has exceeded this threshold." Finding 33 here is χ(H*(X⁶)) = 33 , which Book 6's own G6 Crystal chapter ( book6/g6-crystal.html ) labels "em construção" (in progress) and lists 
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#5		established	proved	cited	-	pter ( book6/g6-crystal.html ) labels "em construção" (in progress) and lists as its central open conjecture , with AXLE Issue 6 unresolved. A file elsewhere in the same corpus can
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#6		conjecture	conjecture	-	-	hile the chapter that owns it marks it open. The "3 &times; 11" decomposition (3 coherence operators, 11 minimum closure count) has no derivation shown anywhere searched. Fixed: ba
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#7		proved	proved	-	-	The 3 in ε₀ = 1/3 is the same 3 as in Collatz's 3n+1" The same file's "Stability Relation" card computed τ &times; ε₀ = 2 &times; ⅓ = ⅔ &lt; 1 (correct: both τ = 2 and ε₀ = 1/3 are
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#8		proved	proved	-	-	ning error as WP-24 and WP-28: two numbers matching is not evidence of a shared structure unless a derivation shows why they must match. Fixed: the inference sentence removed from 
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#9	2. "The 3 in ε₀ = 1/3 is the same 3 as in Collatz's 3n+1"	conjecture	conjecture	-	-	24 with no ground-state vectors of weight 1," cited "after Frenkel, Lepowsky, Meurman, 1988." Finding This states as settled fact what is actually the Frenkel&ndash;Lepowsky&ndash;
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#10	2. "The 3 in ε₀ = 1/3 is the same 3 as in Collatz's 3n+1"	conjecture	conjecture	-	-	rman, 1988." Finding This states as settled fact what is actually the Frenkel&ndash;Lepowsky&ndash;Meurman uniqueness conjecture , and it remains open as of 2026. FLM themselves po
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#11	2. "The 3 in ε₀ = 1/3 is the same 3 as in Collatz's 3n+1"	proved	proved	-	-	what is actually the Frenkel&ndash;Lepowsky&ndash;Meurman uniqueness conjecture , and it remains open as of 2026. FLM themselves posed uniqueness as a conjecture in 1988; Dong, Gri
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#12	2. "The 3 in ε₀ = 1/3 is the same 3 as in Collatz's 3n+1"	proved	proved	-	-	conjecture in 1988; Dong, Griess, and Lam later proved weaker partial versions, and a full proof is understood to need a better grasp of the Griess algebra. Borcherds' 1992 Fields-
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#13	2. "The 3 in ε₀ = 1/3 is the same 3 as in Collatz's 3n+1"	conjecture	conjecture	-	-	er partial versions, and a full proof is understood to need a better grasp of the Griess algebra. Borcherds' 1992 Fields-Medal-winning work proved the separate Conway&ndash;Norton 
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#14	3. critDim(4) = 112 = "the" sorry count	proved	proved	-	-	s-Medal-winning work proved the separate Conway&ndash;Norton monstrous moonshine conjecture (about the McKay&ndash;Thompson series and the Monster's representation theory) &mdash; 
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#15	3. critDim(4) = 112 = "the" sorry count	conjectured	conjecture	-	-	Monster's representation theory) &mdash; a real, celebrated, proved result, but not the same statement as VOA uniqueness at c=24, and it does not resolve the latter. Fixed: epigrap
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#16	3. critDim(4) = 112 = "the" sorry count	conjecture	conjecture	-	-	eory) &mdash; a real, celebrated, proved result, but not the same statement as VOA uniqueness at c=24, and it does not resolve the latter. Fixed: epigraph corrected to say "conject
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#17	3. critDim(4) = 112 = "the" sorry count	conjecture	conjecture	-	-	o say "conjectured," name the FLM conjecture directly, credit Dong&ndash;Griess&ndash;Lam's partial results, and mark the chapter's contact-form reading as this book's interpretive
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#18	3. critDim(4) = 112 = "the" sorry count	empirical	-	measured	-	ked and left unchanged. Clean For E&#8328;, the number of roots is 240 and the rank is 8, and the Coxeter number of a simply-laced root system satisfies |&Phi;| = rank &times; h by
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#19	A control case: the E&#8328; Coxeter number (checked, holds)	conjectured	conjecture	-	-	e held. It then re-ran the sweep, and found three things the sweep missed. A. The Moonshine repair fixed the epigraph and not the chapter. book8/ch8-6-voa.html carried the correcte
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#20	A control case: the E&#8328; Coxeter number (checked, holds)	conjecture	conjecture	-	-	orrected epigraph &mdash; "conjectured&hellip; still open as of 2026" &mdash; and, eight paragraphs below it, a technical box reading "the uniqueness of V&#9838; (Frenkel&ndash;Lep
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#21	A control case: the E&#8328; Coxeter number (checked, holds)	conjecture	conjecture	-	-	2026" &mdash; and, eight paragraphs below it, a technical box reading "the uniqueness of V&#9838; (Frenkel&ndash;Lepowsky&ndash;Meurman conjecture, now a theorem )". One chapter, b
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#22	Extension, 2026-09-10: the sweep re-run against itself	measured	-	measured	-	"critDim(4) = 112 &mdash; exactly the number of proofs in the AXLE 1080-proofs programme", with the page summary saying the same, directly above the Week&nbsp;10 card carrying find
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#23	Extension, 2026-09-10: the sweep re-run against itself	proved	proved	-	-	s in the AXLE 1080-proofs programme", with the page summary saying the same, directly above the Week&nbsp;10 card carrying finding 3's correction. Measured against the AXLE theorem
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#24	Extension, 2026-09-10: the sweep re-run against itself	kernel-audited	-	kernel	-	E 1080-proofs programme", with the page summary saying the same, directly above the Week&nbsp;10 card carrying finding 3's correction. Measured against the AXLE theorem registry: 2
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#25	Extension, 2026-09-10: the sweep re-run against itself	measured	-	measured	-	it now rests on an artefact nobody can re-run, which is a different weakness in the same place. Recorded rather than quietly left; restoring or re-deriving that file is open work. 
book6/wp29-numerology-sweep.html	wp29-numerology-sweep#26	The base rate, measured instead of asserted	established	proved	cited	-	, C, F&#8324; and G&#8322;. The control case is right and its stated scope was narrower than the identity it rests on. Scope note: this sweep covered the falsifiable, technical "no
book6/wp30-how-to-audit.html	wp30-how-to-audit#1		proved	proved	-	-	ath, then write the claim — in that order . What follows is how to check whether someone (including yourself) did. 1. &nbsp;Don't trust the label A green Lean 4 · 0 sorry tag, a st
book6/wp30-how-to-audit.html	wp30-how-to-audit#2		machine-checked	-	kernel	-	g, a status cell that says Proved , a DOI in the reference list — these are claims about evidence , not evidence. The row that started WP-28 sat in a five-domain table wearing the 
book6/wp30-how-to-audit.html	wp30-how-to-audit#3		empirical	-	measured	-	g. Read the model, the assumptions, and the step where the number is produced. 3. &nbsp;Find the three things every real result has A derivation (the math that yields the number), 
book6/wp30-how-to-audit.html	wp30-how-to-audit#4	8. &nbsp;When the math is missing, rebuild it — fresh	measured	-	measured	value_iteration_midstream.py	een two guesses of b₀. The reproducible build is committed as value_iteration_midstream.py — the phantom is now a real file, and the honest claim it supports is: σ* = √(b₀/a), a ≈ 
book6/wp30-how-to-audit.html	wp30-how-to-audit#5	8. &nbsp;When the math is missing, rebuild it — fresh	proved	proved	-	value_iteration_midstream.py	committed as value_iteration_midstream.py — the phantom is now a real file, and the honest claim it supports is: σ* = √(b₀/a), a ≈ 9.5, and b₀ must be measured. 9. &nbsp;The verdic
book6/wp30-how-to-audit.html	wp30-how-to-audit#6	8. &nbsp;When the math is missing, rebuild it — fresh	kernel-checked	-	kernel	-	the phantom is now a real file, and the honest claim it supports is: σ* = √(b₀/a), a ≈ 9.5, and b₀ must be measured. 9. &nbsp;The verdicts Verdict Meaning Proved math present and r
book6/wp30-how-to-audit.html	wp30-how-to-audit#7	9. &nbsp;The verdicts	hypothesis	conjecture	-	-	entire thing absent. This series does its own math many times over before it is willing to write a claim down, and it catches its own errors in public — a scribal slip in Plimpton 
book6/wp31-calibration-pipeline.html	wp31-calibration-pipeline#1		measured	-	measured	-	&#8617; Vol I Principia Orthogona &nbsp;·&nbsp; Book 6 &nbsp;·&nbsp; Methodology · Living Note The Calibration Pipeline how a dimensionless fixed point becomes a real, fitted, fals
book6/wp31-calibration-pipeline.html	wp31-calibration-pipeline#2		proved	proved	-	-	es a real, fitted, falsifiable function of measured data — and the five ways that step goes wrong Every canonical constant in this series — &epsilon;&#8320; = 1/3, &mu;_max = &minu
book6/wp31-calibration-pipeline.html	wp31-calibration-pipeline#3		measured	-	measured	-	nt means something about a real system — NJ flood recurrence, a custody bank's exposure, a settlement mechanism, a seismic retrofit. At that point the dimensionless number has to b
book6/wp31-calibration-pipeline.html	wp31-calibration-pipeline#4		empirical	-	measured	-	ta; is a parameter vector estimated from data, not read off a theorem. The theorem tells you what f should approach asymptotically. It does not tell you the shape of f anywhere els
book6/wp31-calibration-pipeline.html	wp31-calibration-pipeline#5		empirical	-	measured	-	r estimated from data, not read off a theorem. The theorem tells you what f should approach asymptotically. It does not tell you the shape of f anywhere else. That shape is an empi
book6/wp31-calibration-pipeline.html	wp31-calibration-pipeline#6	Three corpus vignettes: one failed, one recovered, one honestly tiered	established	proved	cited	-	nalized honestly — ch-seismic §13.5 Rather than claim one verified bridge between the ancient-architecture pattern and modern seismic engineering, the chapter states three explicit
book6/wp31-calibration-pipeline.html	wp31-calibration-pipeline#7	What a defensible calibration would actually require	empirical	-	measured	-	st end to end for any of the canonical constants. WP-30 is the one attempt on record, and it is withdrawn. That is not a defect to paper over — it is the accurate description of wh
book6/wp32-forced-urgency-gap.html	wp32-forced-urgency-gap#1	&sect;8 · Falsification	empirical	-	measured	-	eliminating loss-aversion effects — already run, and the preference passed. Both channels are real; the open question is the decomposition, and &sect;7.1&ndash;7.2 name the data th
book6/wp32-forced-urgency-gap.html	wp32-forced-urgency-gap#2	&sect;8 · Falsification	formalized	-	kernel	-	the decomposition, and &sect;7.1&ndash;7.2 name the data that would settle it. Empirical constants are pre-2025 literature ballparks flagged for verification before formal citation
book6/wp33-water-from-motion.html	wp33-water-from-motion#1		established	proved	cited	-	t a utility problem but a force-protection and mobility problem: fewer tanker turns, shorter convoys, less route clearance, fewer crews on the road. DARPA's Atmospheric Water Extra
book6/wp33-water-from-motion.html	wp33-water-from-motion#2	&sect;5 · What the motion actually costs	measured	-	measured	-	particulate, insects, and salt in littoral service. Sorbent beds are intolerant of all of it. Unquantified Serviceability, not feasibility. Needs cyclonic pre-separation and a filt
book6/wp33-water-from-motion.html	wp33-water-from-motion#3	&sect;6 · Where this breaks	measured	-	measured	-	dds a polishing train (activated carbon plus UV) and a qualification path. Assume mass and power growth, not a technical block. What would falsify the central claim. Humidity invar
book6/wp33-water-from-motion.html	wp33-water-from-motion#4	&sect;6 · Where this breaks	measured	-	measured	-	frontal area, the longest uninterrupted runs, the most stable velocity, and a locomotive rejecting megawatts within a few cars' reach. It is the platform on which the humidity-inva
book6/wp33-water-from-motion.html	wp33-water-from-motion#5	&sect;9 · What a first phase buys	measured	-	measured	-	stating plainly: a physical mechanism does not become verified by being expressible in the framework's vocabulary. Framing only &sect;9 · What a first phase buys Task Output Sorben
book6/wp33-water-from-motion.html	wp33-water-from-motion#6	&sect;9 · What a first phase buys	measured	-	measured	-	ork's vocabulary. Framing only &sect;9 · What a first phase buys Task Output Sorbent screening against measured low-RH isotherms, 10&ndash;75% RH, 25&ndash;45 &deg;C The pivotal pa
book6/wp34-drawboy-machine.html	wp34-drawboy-machine#1	&sect;6 · The starquake is not a metaphor	contested	argued	-	-	id core. So the title is literal in a way a fashion title has no obligation to be: a neutron star fractured and sounded a note in the range of a bass guitar. Verified — literature 
book6/wp34-drawboy-machine.html	wp34-drawboy-machine#2	&sect;7 · The operator reading, and one thing this paper refuses to do	hypothesis	conjecture	-	-	ear some constant of interest. This is precisely the failure mode catalogued in WP-29 . No frequency correspondence is claimed. If one is ever to be claimed, it requires the error 
book6/wp35-retiring-the-advisor.html	wp35-retiring-the-advisor#1		established	proved	cited	-	oves beliefs. The loss lives in the contract. This paper draws the commercial conclusion of WP-32 and states it precisely enough to be falsified. DATA observed MODEL derived in-fra
book6/wp35-retiring-the-advisor.html	wp35-retiring-the-advisor#2		established	proved	cited	-	y enough to be falsified. DATA observed MODEL derived in-framework OPEN not yet established VALUE PREMISE explicit normative choice ASSUMPTION planning figure, not forecast § 1 · I
book6/wp35-retiring-the-advisor.html	wp35-retiring-the-advisor#3		machine-checked	-	kernel	-	on (WP-32 §4, kernel-verified) Forced supply absorbed by unconstrained buyers at harvest coefficient ρ gives cumulative displacement A = 1 / (1 − ρ) Concentration ratchets monotoni
book6/wp35-retiring-the-advisor.html	wp35-retiring-the-advisor#4		empirical	-	measured	-	cy shock of the same class, reducing “will the transition compress or explode the wealth distribution?” to two measurable coefficients — the contract share and ρ — rather than to s
book6/wp35-retiring-the-advisor.html	wp35-retiring-the-advisor#5		empirical	-	measured	-	bound . No improvement in beliefs relaxes a margin call, a redemption gate, or an LTV trigger. Advice operates on the preference term of the mixture; the loss lives in the compulsi
book6/wp35-retiring-the-advisor.html	wp35-retiring-the-advisor#6		measured	-	measured	-	he municipal version is the same failure at institutional scale. Cities buy reports about affordability while the deed records, dockets, and premium schedules that constitute the c
book6/wp35-retiring-the-advisor.html	wp35-retiring-the-advisor#7	Retiring the Advisor	measured	-	measured	-	ap what a thermometer is to fever: it does not cure, but it converts dispute into measurement, and measurement into procurement. Where the operator chain enters C Compress Reduce t
book6/wp35-retiring-the-advisor.html	wp35-retiring-the-advisor#8	Why the advisor cannot close the gap	measured	-	measured	-	te-driven non-renewal is now redrawing the same kind of map on a different peril. [25] DATA But this must be tested, not assumed. If channel 3's tract-level pattern turns out to be
book6/wp35-retiring-the-advisor.html	wp35-retiring-the-advisor#9	The FUG Index — four channels	contested	argued	-	-	vocabulary. It is not, and the distinction is load-bearing. Gentrification research studies neighbourhood change driven by in-movers with higher incomes, and its displacement estim
book6/wp35-retiring-the-advisor.html	wp35-retiring-the-advisor#10	One city at a time	measured	-	measured	-	are themselves constrained is Shleifer–Vishny; [3][4] amplification through collateral constraints is Kiyotaki–Moore; [5] the liquidity spiral is Brunnermeier–Pedersen. [6] The hou
book6/wp35-retiring-the-advisor.html	wp35-retiring-the-advisor#11	Where this sits in the literature	open	open	-	ForcedUrgency.lean	Acemoglu–Restrepo [26] and Autor. [27] DATA The synthesis claim — that these are one mechanism, urgency asymmetry converted to price, observable through one index — is the contribu
book6/wp35-retiring-the-advisor.html	wp35-retiring-the-advisor#12	Where this sits in the literature	measured	-	measured	ForcedUrgency.lean	nodo.21561819; concept DOI 21561818), including ForcedUrgency.lean (MIT). Method discipline: WP-31 · The Calibration Pipeline governs any move from a dimensionless fixed point to a
book6/wp36-no-gauge-on-the-tank.html	wp36-no-gauge-on-the-tank#1		established	proved	cited	-	remains, and discovers the limit only by striking it — mid-task, without warning. This is not a complaint about price. We can pay for the gas. There is no gauge. DATA observed MODE
book6/wp36-no-gauge-on-the-tank.html	wp36-no-gauge-on-the-tank#2		measured	-	measured	-	around it. The only available hedge is to purchase duplicate subscriptions and rotate between them when one stops — paying two or three times for a single workload. DATA — first-pe
book6/wp36-no-gauge-on-the-tank.html	wp36-no-gauge-on-the-tank#3	No Gauge on the Tank	measured	-	measured	-	or accuracy that displays quantity to the buyer. In the U.S. this runs through NIST Handbook 44 and state weights-and-measures programmes. [1] Utility metering. Electricity, gas an
book6/wp36-no-gauge-on-the-tank.html	wp36-no-gauge-on-the-tank#4	Relation to the Forced Urgency Gap	measured	-	measured	-	nge, and standard-setting of that kind advantages incumbents. Weights-and-measures law does not require that fuel be sold in gallons rather than litres — it requires that whatever 
